ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
WP_REGUCALCIN_IN_PROXIMAL_TUBULE_EPITHELIAL_KIDNEY_CELLS	WP_REGUCALCIN_IN_PROXIMAL_TUBULE_EPITHELIAL_KIDNEY_CELLS	4/190	33/21728	0.000190079641138327	0.00296845767926969	0.00210934150077044	APAF1/CASP9/PIK3CA/RAF1	4
WP_ALZHEIMERS_DISEASE_AND_MIRNA_EFFECTS	WP_ALZHEIMERS_DISEASE_AND_MIRNA_EFFECTS	11/190	336/21728	0.0001912077448706	0.00297129262944957	0.00211135597384472	APAF1/ATP2A2/CASP9/FZD6/HRAS/MAP2K2/PIK3CA/PIK3R2/RAF1/TUBA1A/WNT6	11
PID_TRKR_PATHWAY	PID_TRKR_PATHWAY	5/190	61/21728	0.000194036853695503	0.00300040238300584	0.00213204092808282	HRAS/PIK3CA/PTPN11/RAC1/RIT1	5
KEGG_INSULIN_SIGNALING_PATHWAY	KEGG_INSULIN_SIGNALING_PATHWAY	7/190	137/21728	0.00020678002281122	0.0031817769196295	0.00226092295323516	HRAS/MAP2K2/PIK3CA/PIK3R2/PRKACB/RAF1/SOS2	7
KEGG_COLORECTAL_CANCER	KEGG_COLORECTAL_CANCER	5/190	62/21728	0.000209574375361177	0.00320904372809139	0.00228029833833291	CASP9/PIK3CA/PIK3R2/RAC1/RAF1	5
BIOCARTA_FMLP_PATHWAY	BIOCARTA_FMLP_PATHWAY	4/190	34/21728	0.000213958981834553	0.00321347963626154	0.00228345042814111	HRAS/MAP2K2/RAC1/RAF1	4
BIOCARTA_INTEGRIN_PATHWAY	BIOCARTA_INTEGRIN_PATHWAY	4/190	34/21728	0.000213958981834553	0.00321347963626154	0.00228345042814111	ACTA1/HRAS/MAP2K2/RAF1	4
PID_IL2_PI3K_PATHWAY	PID_IL2_PI3K_PATHWAY	4/190	34/21728	0.000213958981834553	0.00321347963626154	0.00228345042814111	PIK3CA/PTPN11/RAC1/SMPD1	4
SCHRAETS_MLL_TARGETS_DN	SCHRAETS_MLL_TARGETS_DN	4/190	34/21728	0.000213958981834553	0.00321347963626154	0.00228345042814111	COL6A3/GAS1/HNF1B/THBD	4
BIOCARTA_HSP27_PATHWAY	BIOCARTA_HSP27_PATHWAY	3/190	14/21728	0.000223149960807639	0.00327462891421215	0.00232690218782902	ACTA1/APAF1/CASP9	3
REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING	REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING	3/190	14/21728	0.000223149960807639	0.00327462891421215	0.00232690218782902	CREBBP/KAT2A/NOTCH1	3
WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE	WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE	3/190	14/21728	0.000223149960807639	0.00327462891421215	0.00232690218782902	PIK3CA/PIK3R2/PTPN11	3
QI_PLASMACYTOMA_DN	QI_PLASMACYTOMA_DN	6/190	98/21728	0.000223246443976234	0.00327462891421215	0.00232690218782902	ALPL/COL1A1/DNAJB11/EPAS1/KAT2A/LZTR1	6
WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	6/190	98/21728	0.000223246443976234	0.00327462891421215	0.00232690218782902	HRAS/MAP2K2/PIK3R2/PTPN11/RAC1/RAF1	6
PID_ENDOTHELIN_PATHWAY	PID_ENDOTHELIN_PATHWAY	5/190	63/21728	0.000226041629934385	0.0032849290572409	0.0023342213149657	COL1A2/HRAS/MAP2K2/RAC1/RAF1	5
SANSOM_WNT_PATHWAY_REQUIRE_MYC	SANSOM_WNT_PATHWAY_REQUIRE_MYC	5/190	63/21728	0.000226041629934385	0.0032849290572409	0.0023342213149657	BMP7/FZD6/LDB1/PTCH1/SOX9	5
PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_DN	PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_DN	12/190	403/21728	0.000235766391775601	0.00341046407273553	0.00242342461398253	ADAMTS1/ARID1A/ATE1/ECEL1/FGA/GUSB/HNF1B/KIF14/MRPS16/NEB/RAPGEF2/RYR1	12
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	4/190	35/21728	0.000239924676570441	0.00343892036417632	0.00244364522784313	HRAS/PIK3CA/PIK3R2/PTPN11	4
WP_ALPHA_6_BETA_4_SIGNALING_PATHWAY	WP_ALPHA_6_BETA_4_SIGNALING_PATHWAY	4/190	35/21728	0.000239924676570441	0.00343892036417632	0.00244364522784313	HRAS/PIK3R2/PTPN11/RAC1	4
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN	DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN	13/190	466/21728	0.00024521194748863	0.00349872865075822	0.00248614409917898	BPTF/CREBBP/GBE1/KIAA1109/KIF14/KRIT1/NCOA1/PIBF1/PIKFYVE/PRKACB/RAPGEF2/STIL/USP9X	13
KEGG_CHEMOKINE_SIGNALING_PATHWAY	KEGG_CHEMOKINE_SIGNALING_PATHWAY	8/190	189/21728	0.000266731048585946	0.00378854643217776	0.00269208426746187	GNB2/HRAS/PIK3CA/PIK3R2/PRKACB/RAC1/RAF1/SOS2	8
MEDINA_SMARCA4_TARGETS	MEDINA_SMARCA4_TARGETS	4/190	36/21728	0.000268081148249043	0.00379057083042228	0.00269352277448896	ASCC1/CDH11/LDB1/SMAD6	4
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY	WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY	7/190	144/21728	0.000280617904351739	0.00390833693103797	0.00277720559912458	ALPL/HRAS/MAP2K2/PIK3R2/PTPN11/RAC1/RAF1	7
RAMASWAMY_METASTASIS_UP	RAMASWAMY_METASTASIS_UP	5/190	66/21728	0.000281390298316209	0.00390833693103797	0.00277720559912458	BPTF/COL1A1/COL1A2/STIL/UBN1	5
WP_AGERAGE_PATHWAY	WP_AGERAGE_PATHWAY	5/190	66/21728	0.000281390298316209	0.00390833693103797	0.00277720559912458	ALPL/CASP9/MMP9/RAC1/RAF1	5
WP_ONCOSTATIN_M_SIGNALING_PATHWAY	WP_ONCOSTATIN_M_SIGNALING_PATHWAY	5/190	66/21728	0.000281390298316209	0.00390833693103797	0.00277720559912458	HRAS/LIFR/MAP2K2/PTPN11/RAF1	5
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_UP	RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_UP	9/190	242/21728	0.000291045068131218	0.00402462761614049	0.00285984001562741	CAPS/GFPT1/IFT122/LIFR/MECOM/NAP1L1/PBX1/PTCH1/SRRT	9
WP_ENDODERM_DIFFERENTIATION	WP_ENDODERM_DIFFERENTIATION	7/190	145/21728	0.00029270520503419	0.0040298317482558	0.00286353799384787	BMP7/BPTF/GATA4/HNF1B/NOTCH1/OTX2/PBX1	7
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	5/190	67/21728	0.000301948045798905	0.00413892976315617	0.00294106140679328	COL11A2/COL1A1/COL1A2/COL2A1/COL6A3	5
PID_P75_NTR_PATHWAY	PID_P75_NTR_PATHWAY	5/190	68/21728	0.000323624321858557	0.00437226162918672	0.00310686353087529	APAF1/CASP9/PIK3CA/PRKACB/RAC1	5
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	5/190	68/21728	0.000323624321858557	0.00437226162918672	0.00310686353087529	ADAMTS1/ADAMTSL2/NOTCH1/POMT1/THSD1	5
PID_ERBB1_DOWNSTREAM_PATHWAY	PID_ERBB1_DOWNSTREAM_PATHWAY	6/190	105/21728	0.000324541879452216	0.00437226162918672	0.00310686353087529	HRAS/MAP2K2/PIK3CA/PIK3R2/RAC1/RAF1	6
WOO_LIVER_CANCER_RECURRENCE_UP	WOO_LIVER_CANCER_RECURRENCE_UP	6/190	105/21728	0.000324541879452216	0.00437226162918672	0.00310686353087529	COL1A1/COL1A2/COL6A3/FGFR2/FLNA/SOX9	6
REACTOME_MUSCLE_CONTRACTION	REACTOME_MUSCLE_CONTRACTION	8/190	195/21728	0.000329186696668865	0.00441588478992977	0.00313786149456287	ACTA1/ATP2A2/GATA4/MYBPC3/NEB/RYR1/RYR2/SCN5A	8
WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY	WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY	4/190	38/21728	0.000331389529517897	0.00442651801343268	0.00314541730368835	ACTA1/MYBPC3/MYOM1/NEB	4
REACTOME_SIGNALING_BY_FLT3_ITD_AND_TKD_MUTANTS	REACTOME_SIGNALING_BY_FLT3_ITD_AND_TKD_MUTANTS	3/190	16/21728	0.000338909624708481	0.00446990467210051	0.00317624721254874	HRAS/PIK3CA/PTPN11	3
TIMOFEEVA_GROWTH_STRESS_VIA_STAT1_DN	TIMOFEEVA_GROWTH_STRESS_VIA_STAT1_DN	3/190	16/21728	0.000338909624708481	0.00446990467210051	0.00317624721254874	HRAS/HSF1/RAC1	3
WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER	WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER	3/190	16/21728	0.000338909624708481	0.00446990467210051	0.00317624721254874	MAP2K2/RAF1/SOS2	3
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	5/190	69/21728	0.000346458654968199	0.00453139049143823	0.0032199381134983	CR1/F11/F5/FGA/THBD	5
WP_RAC1PAK1P38MMP2_PATHWAY	WP_RAC1PAK1P38MMP2_PATHWAY	5/190	69/21728	0.000346458654968199	0.00453139049143823	0.0032199381134983	CASP9/HRAS/PIK3CA/PTPN11/RAC1	5
PID_RET_PATHWAY	PID_RET_PATHWAY	4/190	39/21728	0.000366755434005533	0.00474682317096986	0.00337302134413747	HRAS/PIK3CA/PTPN11/RAC1	4
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	4/190	39/21728	0.000366755434005533	0.00474682317096986	0.00337302134413747	F11/F5/FGA/THBD	4
KEGG_LONG_TERM_POTENTIATION	KEGG_LONG_TERM_POTENTIATION	5/190	70/21728	0.000370491136313353	0.00474682317096986	0.00337302134413747	CREBBP/HRAS/MAP2K2/PRKACB/RAF1	5
KEGG_PANCREATIC_CANCER	KEGG_PANCREATIC_CANCER	5/190	70/21728	0.000370491136313353	0.00474682317096986	0.00337302134413747	CASP9/PIK3CA/PIK3R2/RAC1/RAF1	5
PID_CDC42_PATHWAY	PID_CDC42_PATHWAY	5/190	70/21728	0.000370491136313353	0.00474682317096986	0.00337302134413747	CDH1/HRAS/PIK3CA/RAC1/RAF1	5
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	6/190	108/21728	0.000377647769528999	0.00481884694533141	0.00342420035786028	HRAS/MAP2K2/PIK3CA/PIK3R2/RAF1/SOS2	6
REACTOME_MAP2K_AND_MAPK_ACTIVATION	REACTOME_MAP2K_AND_MAPK_ACTIVATION	4/190	40/21728	0.000404739932962643	0.00499418832891483	0.003548795314958	FGA/HRAS/MAP2K2/RAF1	4
REACTOME_RET_SIGNALING	REACTOME_RET_SIGNALING	4/190	40/21728	0.000404739932962643	0.00499418832891483	0.003548795314958	PIK3CA/PIK3R2/PRKACB/PTPN11	4
REACTOME_SIGNALING_BY_FGFR3	REACTOME_SIGNALING_BY_FGFR3	4/190	40/21728	0.000404739932962643	0.00499418832891483	0.003548795314958	FGFR3/HRAS/PIK3CA/PTPN11	4
WP_IL5_SIGNALING_PATHWAY	WP_IL5_SIGNALING_PATHWAY	4/190	40/21728	0.000404739932962643	0.00499418832891483	0.003548795314958	MAP2K2/PIK3R2/PTPN11/RAF1	4
WP_PDGF_PATHWAY	WP_PDGF_PATHWAY	4/190	40/21728	0.000404739932962643	0.00499418832891483	0.003548795314958	HRAS/PTPN11/RAC1/RAF1	4
SHEN_SMARCA2_TARGETS_UP	SHEN_SMARCA2_TARGETS_UP	12/190	428/21728	0.000405893108944473	0.00499418832891483	0.003548795314958	GBE1/KIAA1109/KRIT1/MACF1/NCOA1/NF1/PIBF1/PTPN11/RAF1/SOS2/USP9X/VPS26A	12
BIOCARTA_BARRESTIN_SRC_PATHWAY	BIOCARTA_BARRESTIN_SRC_PATHWAY	3/190	17/21728	0.000408890219984425	0.00499418832891483	0.003548795314958	HRAS/MAP2K2/RAF1	3
BIOCARTA_SPRY_PATHWAY	BIOCARTA_SPRY_PATHWAY	3/190	17/21728	0.000408890219984425	0.00499418832891483	0.003548795314958	HRAS/PTPRB/RAF1	3
KANG_AR_TARGETS_UP	KANG_AR_TARGETS_UP	3/190	17/21728	0.000408890219984425	0.00499418832891483	0.003548795314958	COL2A1/FGFR2/MMP9	3
SA_TRKA_RECEPTOR	SA_TRKA_RECEPTOR	3/190	17/21728	0.000408890219984425	0.00499418832891483	0.003548795314958	HRAS/MAP2K2/PIK3CA	3
WP_AMPLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS	WP_AMPLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS	3/190	17/21728	0.000408890219984425	0.00499418832891483	0.003548795314958	EPAS1/NOTCH1/TNC	3
PID_ERBB1_INTERNALIZATION_PATHWAY	PID_ERBB1_INTERNALIZATION_PATHWAY	4/190	41/21728	0.000445452081495437	0.00537797724543914	0.00382150996230296	HRAS/PIK3CA/PIK3R2/RAF1	4
WP_NEURAL_CREST_CELL_MIGRATION_DURING_DEVELOPMENT	WP_NEURAL_CREST_CELL_MIGRATION_DURING_DEVELOPMENT	4/190	41/21728	0.000445452081495437	0.00537797724543914	0.00382150996230296	CDH11/MMP9/PIK3CA/RAC1	4
WP_NUCLEOTIDEBINDING_OLIGOMERIZATION_DOMAIN_NOD_PATHWAY	WP_NUCLEOTIDEBINDING_OLIGOMERIZATION_DOMAIN_NOD_PATHWAY	4/190	41/21728	0.000445452081495437	0.00537797724543914	0.00382150996230296	CASP9/NLRP2/NLRP7/RAC1	4
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	6/190	113/21728	0.000481015069991362	0.00574897398982395	0.00408513468400494	FGFR2/FGFR3/PIK3CA/PIK3R2/PTPN11/RAC1	6
KANG_AR_TARGETS_DN	KANG_AR_TARGETS_DN	3/190	18/21728	0.000487518441181761	0.00574897398982395	0.00408513468400494	ALPL/COL1A1/COL1A2	3
REACTOME_PI_3K_CASCADE_FGFR3	REACTOME_PI_3K_CASCADE_FGFR3	3/190	18/21728	0.000487518441181761	0.00574897398982395	0.00408513468400494	FGFR3/PIK3CA/PTPN11	3
WP_NOTCH1_REGULATION_OF_ENDOTHELIAL_CELL_CALCIFICATION	WP_NOTCH1_REGULATION_OF_ENDOTHELIAL_CELL_CALCIFICATION	3/190	18/21728	0.000487518441181761	0.00574897398982395	0.00408513468400494	ALPL/FGFR3/NOTCH1	3
BAELDE_DIABETIC_NEPHROPATHY_DN	BAELDE_DIABETIC_NEPHROPATHY_DN	12/190	437/21728	0.000488399012051831	0.00574897398982395	0.00408513468400494	ATP2A2/BMP7/CR1/FGFR2/FLNA/GAS1/NPHS1/PLXNB2/PRKACB/PTPN11/USP9X/VPS26A	12
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	4/190	42/21728	0.000489001610475627	0.00574897398982395	0.00408513468400494	CREBBP/HNF1B/KAT2A/NOTCH1	4
WP_IL2_SIGNALING_PATHWAY	WP_IL2_SIGNALING_PATHWAY	4/190	42/21728	0.000489001610475627	0.00574897398982395	0.00408513468400494	HRAS/MAP2K2/PTPN11/RAF1	4
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS	WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS	7/190	158/21728	0.000491533289204072	0.00575717535377456	0.00409096245020985	ACTA1/ATP2A2/GNB2/PRKACB/RGS14/RYR1/RYR2	7
WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT	WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT	6/190	114/21728	0.000504101080520345	0.00588242859387868	0.00417996552386074	HRAS/PIK3CA/PIK3R2/RAC1/SOS2/WNT6	6
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	5/190	75/21728	0.000510066819971153	0.00592999906625722	0.00421376838798781	GNB2/HRAS/MMP9/PIK3CA/PIK3R2	5
PID_INTEGRIN3_PATHWAY	PID_INTEGRIN3_PATHWAY	4/190	43/21728	0.000535498848051932	0.0062026969890591	0.00440754344153057	COL1A1/COL1A2/FGA/TNC	4
MIKKELSEN_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	MIKKELSEN_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	8/190	210/21728	0.000538781116816237	0.00621777178561091	0.00441825536584213	ATP7B/CDH11/FLT1/FOXF1/GALNT14/NEFL/SMAD6/WNT6	8
REACTOME_ECM_PROTEOGLYCANS	REACTOME_ECM_PROTEOGLYCANS	5/190	76/21728	0.00054216008247155	0.00623384798123881	0.00442967886931642	COL1A1/COL1A2/COL2A1/COL6A3/TNC	5
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	6/190	116/21728	0.000552855078474693	0.0063336207712849	0.00450057591735642	CDH5/MMP9/PIK3CA/PIK3R2/PTPN11/RAC1	6
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	7/190	162/21728	0.00057062272777312	0.00647766804628654	0.00460293375029969	CREBBP/GATA3/GPD1L/PBX1/PRKACB/RYR2/SCN5A	7
BIOCARTA_CXCR4_PATHWAY	BIOCARTA_CXCR4_PATHWAY	3/190	19/21728	0.000575213264094428	0.00647766804628654	0.00460293375029969	HRAS/PIK3CA/RAF1	3
BIOCARTA_ECM_PATHWAY	BIOCARTA_ECM_PATHWAY	3/190	19/21728	0.000575213264094428	0.00647766804628654	0.00460293375029969	HRAS/PIK3CA/RAF1	3
BIOCARTA_MCALPAIN_PATHWAY	BIOCARTA_MCALPAIN_PATHWAY	3/190	19/21728	0.000575213264094428	0.00647766804628654	0.00460293375029969	ACTA1/HRAS/PRKACB	3
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_DN	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_DN	5/190	77/21728	0.000575746857251973	0.00647766804628654	0.00460293375029969	COL2A1/FGFR2/FGFR3/RIPK4/TRO	5
BIOCARTA_TCR_PATHWAY	BIOCARTA_TCR_PATHWAY	4/190	44/21728	0.000585054643253775	0.00648935167905866	0.004611235964496	HRAS/PIK3CA/RAC1/RAF1	4
REACTOME_DAP12_INTERACTIONS	REACTOME_DAP12_INTERACTIONS	4/190	44/21728	0.000585054643253775	0.00648935167905866	0.004611235964496	HRAS/PIK3CA/PIK3R2/RAC1	4
WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS	WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS	4/190	44/21728	0.000585054643253775	0.00648935167905866	0.004611235964496	ACTA1/APAF1/CASP9/PRKDC	4
WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER	WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER	4/190	44/21728	0.000585054643253775	0.00648935167905866	0.004611235964496	CDH11/MMP9/PIK3CA/RAC1	4
WP_EGFEGFR_SIGNALING_PATHWAY	WP_EGFEGFR_SIGNALING_PATHWAY	7/190	163/21728	0.000591894527031971	0.00654210183223013	0.00464871943210062	HRAS/MAP2K2/PIK3R2/PTPN11/RAC1/RAF1/SOS2	7
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	9/190	269/21728	0.000626323765876986	0.00689835193364162	0.0049018654105017	CDH1/CDH11/FGFR2/FZD6/GAS1/GATA3/RIPK4/SOX9/TNC	9
PID_HNF3B_PATHWAY	PID_HNF3B_PATHWAY	4/190	45/21728	0.000637780291647966	0.00697558305046329	0.00495674468366785	ABCC8/FOXF1/HNF1B/NF1	4
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS	REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS	4/190	45/21728	0.000637780291647966	0.00697558305046329	0.00495674468366785	FGA/HRAS/MAP2K2/RAF1	4
BIOCARTA_NGF_PATHWAY	BIOCARTA_NGF_PATHWAY	3/190	20/21728	0.000672380856813637	0.00720342494722869	0.0051186457179382	HRAS/PIK3CA/RAF1	3
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	3/190	20/21728	0.000672380856813637	0.00720342494722869	0.0051186457179382	FGFR3/HRAS/PTPN11	3
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	3/190	20/21728	0.000672380856813637	0.00720342494722869	0.0051186457179382	CREBBP/KAT2A/NOTCH1	3
REACTOME_SIGNALING_BY_KIT_IN_DISEASE	REACTOME_SIGNALING_BY_KIT_IN_DISEASE	3/190	20/21728	0.000672380856813637	0.00720342494722869	0.0051186457179382	HRAS/PIK3CA/PIK3R2	3
REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE	REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE	3/190	20/21728	0.000672380856813637	0.00720342494722869	0.0051186457179382	HRAS/PIK3CA/PIK3R2	3
WANG_THOC1_TARGETS_DN	WANG_THOC1_TARGETS_DN	3/190	20/21728	0.000672380856813637	0.00720342494722869	0.0051186457179382	GATA4/NOTCH1/SOX9	3
BOQUEST_STEM_CELL_DN	BOQUEST_STEM_CELL_DN	8/190	218/21728	0.000688447278980455	0.00735046261469268	0.00522312847891008	CDH5/CHD7/FLT1/MECOM/NAP1L1/PTPRB/SCARB1/THBD	8
KHETCHOUMIAN_TRIM24_TARGETS_UP	KHETCHOUMIAN_TRIM24_TARGETS_UP	4/190	46/21728	0.000693787463009827	0.00735742853509408	0.00522807835746026	CDH1/COL1A1/COL1A2/FGFR2	4
PID_A6B1_A6B4_INTEGRIN_PATHWAY	PID_A6B1_A6B4_INTEGRIN_PATHWAY	4/190	46/21728	0.000693787463009827	0.00735742853509408	0.00522807835746026	CDH1/HRAS/PIK3CA/RAC1	4
MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP	MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP	7/190	168/21728	0.00070790127587097	0.00747148141706868	0.00530912262462686	CDH11/EPAS1/FZD6/GUSB/PRKACB/SOX9/TNC	7
WP_CILIARY_LANDSCAPE	WP_CILIARY_LANDSCAPE	8/190	219/21728	0.00070930279142608	0.00747148141706868	0.00530912262462686	BBS4/CREBBP/CTSA/IFT122/MKS1/NEFL/RAC1/TRAF3IP1	8
BIOCARTA_MAPK_PATHWAY	BIOCARTA_MAPK_PATHWAY	5/190	81/21728	0.000725918669813252	0.00762093212222006	0.00541532005398444	HRAS/MAP2K2/RAC1/RAF1/RAPGEF2	5
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	7/190	170/21728	0.000759057584757988	0.00794227252851774	0.0056436597266743	GATA3/GATA4/KDM1A/KIF16B/PRKACB/RAC1/TUBA1A	7
PID_SMAD2_3NUCLEAR_PATHWAY	PID_SMAD2_3NUCLEAR_PATHWAY	5/190	82/21728	0.00076764398850773	0.00797892211895948	0.00566970237590756	COL1A2/CREBBP/GATA3/KAT2A/NCOA1	5
REACTOME_ONCOGENIC_MAPK_SIGNALING	REACTOME_ONCOGENIC_MAPK_SIGNALING	5/190	82/21728	0.00076764398850773	0.00797892211895948	0.00566970237590756	FGA/HRAS/MAP2K2/NF1/RAF1	5
BIOCARTA_IL6_PATHWAY	BIOCARTA_IL6_PATHWAY	3/190	21/21728	0.000779414810650938	0.00802158390371572	0.0057000172002393	HRAS/PTPN11/RAF1	3
BIOCARTA_MPR_PATHWAY	BIOCARTA_MPR_PATHWAY	3/190	21/21728	0.000779414810650938	0.00802158390371572	0.0057000172002393	ACTA1/HRAS/PRKACB	3
PID_ECADHERIN_KERATINOCYTE_PATHWAY	PID_ECADHERIN_KERATINOCYTE_PATHWAY	3/190	21/21728	0.000779414810650938	0.00802158390371572	0.0057000172002393	CDH1/PIK3CA/RAC1	3
PID_AJDISS_2PATHWAY	PID_AJDISS_2PATHWAY	4/190	48/21728	0.000816094504604944	0.00834436693796391	0.00592938198271173	CDH1/CREBBP/HRAS/RAC1	4
PID_PI3KCI_PATHWAY	PID_PI3KCI_PATHWAY	4/190	48/21728	0.000816094504604944	0.00834436693796391	0.00592938198271173	HRAS/PIK3CA/PIK3R2/RAC1	4
BERENJENO_TRANSFORMED_BY_RHOA_DN	BERENJENO_TRANSFORMED_BY_RHOA_DN	11/190	400/21728	0.000826099437873888	0.00841924069963031	0.00598258615466428	ASCC1/CASP9/COL1A1/COL1A2/COL6A3/CTSA/FGFR2/FOXF1/GAS1/SMAD6/TRAPPC12	11
OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_DN	OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_DN	9/190	281/21728	0.000853498224533859	0.00861651327457765	0.00612276508738285	BPTF/CANT1/CR1/KIAA1109/KRIT1/LIAS/PTPRB/SOS2/TPI1	9
ONDER_CDH1_SIGNALING_VIA_CTNNB1	ONDER_CDH1_SIGNALING_VIA_CTNNB1	5/190	84/21728	0.000856435852713675	0.00861651327457765	0.00612276508738285	CDH11/COL1A2/COL6A3/EPAS1/SOX9	5
PID_CMYB_PATHWAY	PID_CMYB_PATHWAY	5/190	84/21728	0.000856435852713675	0.00861651327457765	0.00612276508738285	COL1A2/CREBBP/GATA3/HRAS/TRIM28	5
ZHU_CMV_24_HR_DN	ZHU_CMV_24_HR_DN	5/190	84/21728	0.000856435852713675	0.00861651327457765	0.00612276508738285	CDH11/COL1A1/COL1A2/FLNA/GAS1	5
REACTOME_SIGNALING_BY_NOTCH3	REACTOME_SIGNALING_BY_NOTCH3	4/190	49/21728	0.000882618961918255	0.0088233787307688	0.00626976057762247	CREBBP/KAT2A/NOTCH1/PBX1	4
WP_IL3_SIGNALING_PATHWAY	WP_IL3_SIGNALING_PATHWAY	4/190	49/21728	0.000882618961918255	0.0088233787307688	0.00626976057762247	HRAS/PIK3R2/PTPN11/RAF1	4
